path,label,mask_code,gender_code,age_code
004421_male_Asian_30/normal.jpg,13,2,0,1
004421_male_Asian_30/mask3.jpg,1,0,0,1
004421_male_Asian_30/mask4.jpg,1,0,0,1
001043-1_male_Asian_23/mask5.jpg,0,0,0,0
001043-1_male_Asian_23/mask2.jpg,0,0,0,0
001043-1_male_Asian_23/mask1.jpg,0,0,0,0
001043-1_male_Asian_23/incorrect_mask.jpg,6,1,0,0
001043-1_male_Asian_23/normal.jpg,12,2,0,0
001043-1_male_Asian_23/mask3.jpg,0,0,0,0
001043-1_male_Asian_23/mask4.jpg,0,0,0,0
006944_male_Asian_20/mask5.jpg,0,0,0,0
006944_male_Asian_20/mask2.jpg,0,0,0,0
006944_male_Asian_20/mask1.jpg,0,0,0,0
006944_male_Asian_20/incorrect_mask.jpg,6,1,0,0
006944_male_Asian_20/normal.jpg,12,2,0,0
006944_male_Asian_20/mask3.jpg,0,0,0,0
006944_male_Asian_20/mask4.jpg,0,0,0,0
000781_male_Asian_51/mask5.jpg,1,0,0,1
000781_male_Asian_51/mask2.jpg,1,0,0,1
000781_male_Asian_51/mask1.jpg,1,0,0,1
000781_male_Asian_51/incorrect_mask.jpg,7,1,0,1
000781_male_Asian_51/normal.jpg,13,2,0,1
000781_male_Asian_51/mask3.jpg,1,0,0,1
000781_male_Asian_51/mask4.jpg,1,0,0,1
000278_female_Asian_54/mask5.jpg,4,0,1,1
000278_female_Asian_54/mask2.jpg,4,0,1,1
000278_female_Asian_54/mask1.jpg,4,0,1,1
000278_female_Asian_54/incorrect_mask.jpg,10,1,1,1
000278_female_Asian_54/normal.jpg,16,2,1,1
000278_female_Asian_54/mask3.jpg,4,0,1,1
000278_female_Asian_54/mask4.jpg,4,0,1,1
001495-1_male_Asian_21/mask5.jpg,0,0,0,0
001495-1_male_Asian_21/mask2.jpg,0,0,0,0
001495-1_male_Asian_21/mask1.jpg,0,0,0,0
001495-1_male_Asian_21/incorrect_mask.jpg,6,1,0,0
001495-1_male_Asian_21/normal.jpg,12,2,0,0
001495-1_male_Asian_21/mask3.jpg,0,0,0,0
001495-1_male_Asian_21/mask4.jpg,0,0,0,0
006362_female_Asian_18/mask5.jpg,3,0,1,0
006362_female_Asian_18/mask2.jpg,3,0,1,0
006362_female_Asian_18/mask1.jpg,3,0,1,0
006362_female_Asian_18/incorrect_mask.jpg,9,1,1,0
006362_female_Asian_18/normal.jpg,15,2,1,0
006362_female_Asian_18/mask3.jpg,3,0,1,0
006362_female_Asian_18/mask4.jpg,3,0,1,0
006582_female_Asian_20/mask2.jpeg,3,0,1,0
006582_female_Asian_20/mask1.jpeg,3,0,1,0
006582_female_Asian_20/normal.jpeg,15,2,1,0
006582_female_Asian_20/mask4.jpeg,3,0,1,0
006582_female_Asian_20/mask5.jpg,3,0,1,0
006582_female_Asian_20/mask3.jpeg,3,0,1,0
006582_female_Asian_20/incorrect_mask.jpeg,9,1,1,0
001412_male_Asian_50/mask5.jpg,1,0,0,1
001412_male_Asian_50/mask2.jpg,1,0,0,1
001412_male_Asian_50/mask1.jpg,1,0,0,1
001412_male_Asian_50/incorrect_mask.jpg,7,1,0,1
001412_male_Asian_50/normal.jpg,13,2,0,1
001412_male_Asian_50/mask3.jpg,1,0,0,1
001412_male_Asian_50/mask4.jpg,1,0,0,1
001725_female_Asian_25/mask5.jpg,3,0,1,0
001725_female_Asian_25/mask2.jpg,3,0,1,0
001725_female_Asian_25/mask1.jpg,3,0,1,0
001725_female_Asian_25/incorrect_mask.jpg,9,1,1,0
001725_female_Asian_25/normal.jpg,15,2,1,0
001725_female_Asian_25/mask3.jpg,3,0,1,0
001725_female_Asian_25/mask4.jpg,3,0,1,0
006566_female_Asian_19/mask5.jpg,3,0,1,0
006566_female_Asian_19/mask2.jpg,3,0,1,0
006566_female_Asian_19/mask1.jpg,3,0,1,0
006566_female_Asian_19/incorrect_mask.jpg,9,1,1,0
006566_female_Asian_19/normal.jpg,15,2,1,0
006566_female_Asian_19/mask3.jpg,3,0,1,0
006566_female_Asian_19/mask4.jpg,3,0,1,0
006351_female_Asian_18/mask5.jpg,3,0,1,0
006351_female_Asian_18/mask2.jpg,3,0,1,0
006351_female_Asian_18/mask1.jpg,3,0,1,0
006351_female_Asian_18/incorrect_mask.jpg,9,1,1,0
006351_female_Asian_18/normal.jpg,15,2,1,0
006351_female_Asian_18/mask3.jpg,3,0,1,0
006351_female_Asian_18/mask4.jpg,3,0,1,0
001908_female_Asian_53/mask5.jpg,4,0,1,1
001908_female_Asian_53/mask2.jpg,4,0,1,1
001908_female_Asian_53/mask1.jpg,4,0,1,1
001908_female_Asian_53/incorrect_mask.jpg,10,1,1,1
001908_female_Asian_53/normal.jpg,16,2,1,1
001908_female_Asian_53/mask3.jpg,4,0,1,1
001908_female_Asian_53/mask4.jpg,4,0,1,1
001894_female_Asian_54/mask5.jpg,4,0,1,1
001894_female_Asian_54/mask2.jpg,4,0,1,1
001894_female_Asian_54/mask1.jpg,4,0,1,1
001894_female_Asian_54/incorrect_mask.jpg,10,1,1,1
001894_female_Asian_54/normal.jpg,16,2,1,1
001894_female_Asian_54/mask3.jpg,4,0,1,1
001894_female_Asian_54/mask4.jpg,4,0,1,1
006580_female_Asian_20/mask2.jpeg,3,0,1,0
006580_female_Asian_20/mask1.jpeg,3,0,1,0
006580_female_Asian_20/normal.jpeg,15,2,1,0
006580_female_Asian_20/mask4.jpeg,3,0,1,0
006580_female_Asian_20/mask5.jpg,3,0,1,0
006580_female_Asian_20/mask3.jpeg,3,0,1,0
006580_female_Asian_20/incorrect_mask.jpeg,9,1,1,0
004424_male_Asian_19/mask5.jpg,0,0,0,0
004424_male_Asian_19/mask2.jpg,0,0,0,0
004424_male_Asian_19/mask1.jpg,0,0,0,0
004424_male_Asian_19/incorrect_mask.jpg,6,1,0,0
004424_male_Asian_19/normal.jpg,12,2,0,0
004424_male_Asian_19/mask3.jpg,0,0,0,0
004424_male_Asian_19/mask4.jpg,0,0,0,0
001190_male_Asian_24/mask5.jpg,0,0,0,0
001190_male_Asian_24/mask2.jpg,0,0,0,0
001190_male_Asian_24/mask1.jpg,0,0,0,0
001190_male_Asian_24/incorrect_mask.jpg,6,1,0,0
001190_male_Asian_24/normal.jpg,12,2,0,0
001190_male_Asian_24/mask3.jpg,0,0,0,0
001190_male_Asian_24/mask4.jpg,0,0,0,0
003501_male_Asian_56/mask5.jpg,1,0,0,1
003501_male_Asian_56/mask2.jpg,1,0,0,1
003501_male_Asian_56/mask1.jpg,1,0,0,1
003501_male_Asian_56/incorrect_mask.jpg,7,1,0,1
003501_male_Asian_56/normal.jpg,13,2,0,1
003501_male_Asian_56/mask3.jpg,1,0,0,1
003501_male_Asian_56/mask4.jpg,1,0,0,1
003408_male_Asian_54/mask5.jpg,1,0,0,1
003408_male_Asian_54/mask2.jpg,1,0,0,1
003408_male_Asian_54/mask1.jpg,1,0,0,1
003408_male_Asian_54/incorrect_mask.jpg,7,1,0,1
003408_male_Asian_54/normal.jpg,13,2,0,1
003408_male_Asian_54/mask3.jpg,1,0,0,1
003408_male_Asian_54/mask4.jpg,1,0,0,1
003290_female_Asian_19/mask5.jpg,3,0,1,0
003290_female_Asian_19/mask2.jpg,3,0,1,0
003290_female_Asian_19/mask1.jpg,3,0,1,0
003290_female_Asian_19/incorrect_mask.jpg,9,1,1,0
003290_female_Asian_19/normal.jpg,15,2,1,0
003290_female_Asian_19/mask3.jpg,3,0,1,0
003290_female_Asian_19/mask4.jpg,3,0,1,0
006440_female_Asian_18/mask5.jpg,3,0,1,0
006440_female_Asian_18/mask2.jpg,3,0,1,0
006440_female_Asian_18/mask1.jpg,3,0,1,0
006440_female_Asian_18/incorrect_mask.jpg,9,1,1,0
006440_female_Asian_18/normal.jpg,15,2,1,0
006440_female_Asian_18/mask3.jpg,3,0,1,0
006440_female_Asian_18/mask4.jpg,3,0,1,0
000014_female_Asian_58/mask5.jpg,4,0,1,1
000014_female_Asian_58/mask2.jpg,4,0,1,1
000014_female_Asian_58/mask1.jpg,4,0,1,1
000014_female_Asian_58/incorrect_mask.jpg,10,1,1,1
000014_female_Asian_58/normal.jpg,16,2,1,1
000014_female_Asian_58/mask3.jpg,4,0,1,1
000014_female_Asian_58/mask4.jpg,4,0,1,1
005067_female_Asian_58/mask5.jpg,4,0,1,1
005067_female_Asian_58/mask2.jpg,4,0,1,1
005067_female_Asian_58/mask1.jpg,4,0,1,1
005067_female_Asian_58/incorrect_mask.jpg,10,1,1,1
005067_female_Asian_58/normal.jpg,16,2,1,1
005067_female_Asian_58/mask3.jpg,4,0,1,1
005067_female_Asian_58/mask4.jpg,4,0,1,1
001485_female_Asian_52/mask5.jpg,4,0,1,1
001485_female_Asian_52/mask2.jpg,4,0,1,1
001485_female_Asian_52/mask1.jpg,4,0,1,1
001485_female_Asian_52/incorrect_mask.jpg,10,1,1,1
001485_female_Asian_52/normal.jpg,16,2,1,1
001485_female_Asian_52/mask3.jpg,4,0,1,1
001485_female_Asian_52/mask4.jpg,4,0,1,1
000609_male_Asian_57/mask5.jpg,1,0,0,1
000609_male_Asian_57/mask2.jpg,1,0,0,1
000609_male_Asian_57/mask1.jpg,1,0,0,1
000609_male_Asian_57/incorrect_mask.jpg,7,1,0,1
000609_male_Asian_57/normal.jpg,13,2,0,1
000609_male_Asian_57/mask3.jpg,1,0,0,1
000609_male_Asian_57/mask4.jpg,1,0,0,1
006377_male_Asian_19/mask5.jpg,0,0,0,0
006377_male_Asian_19/mask2.jpg,0,0,0,0
006377_male_Asian_19/mask1.jpg,0,0,0,0
006377_male_Asian_19/incorrect_mask.jpg,6,1,0,0
006377_male_Asian_19/normal.jpg,12,2,0,0
006377_male_Asian_19/mask3.jpg,0,0,0,0
006377_male_Asian_19/mask4.jpg,0,0,0,0
000574_female_Asian_56/mask5.jpg,4,0,1,1
000574_female_Asian_56/mask2.jpg,4,0,1,1
000574_female_Asian_56/mask1.jpg,4,0,1,1
000574_female_Asian_56/incorrect_mask.jpg,10,1,1,1
000574_female_Asian_56/normal.jpg,16,2,1,1
000574_female_Asian_56/mask3.jpg,4,0,1,1
000574_female_Asian_56/mask4.jpg,4,0,1,1
003184_female_Asian_20/mask5.jpg,3,0,1,0
003184_female_Asian_20/mask2.jpg,3,0,1,0
003184_female_Asian_20/mask1.jpg,3,0,1,0
003184_female_Asian_20/incorrect_mask.jpg,9,1,1,0
003184_female_Asian_20/normal.jpg,15,2,1,0
003184_female_Asian_20/mask3.jpg,3,0,1,0
003184_female_Asian_20/mask4.jpg,3,0,1,0
000550_male_Asian_56/mask5.jpg,1,0,0,1
000550_male_Asian_56/mask2.jpg,1,0,0,1
000550_male_Asian_56/mask1.jpg,1,0,0,1
000550_male_Asian_56/incorrect_mask.jpg,7,1,0,1
000550_male_Asian_56/normal.jpg,13,2,0,1
000550_male_Asian_56/mask3.jpg,1,0,0,1
000550_male_Asian_56/mask4.jpg,1,0,0,1
001822_female_Asian_18/mask5.jpg,3,0,1,0
001822_female_Asian_18/mask2.jpg,3,0,1,0
001822_female_Asian_18/mask1.jpg,3,0,1,0
001822_female_Asian_18/incorrect_mask.jpg,9,1,1,0
001822_female_Asian_18/normal.jpg,15,2,1,0
001822_female_Asian_18/mask3.jpg,3,0,1,0
001822_female_Asian_18/mask4.jpg,3,0,1,0
005480_female_Asian_24/mask5.jpg,3,0,1,0
005480_female_Asian_24/mask2.jpg,3,0,1,0
005480_female_Asian_24/mask1.jpg,3,0,1,0
005480_female_Asian_24/incorrect_mask.jpg,9,1,1,0
005480_female_Asian_24/normal.jpg,15,2,1,0
005480_female_Asian_24/mask3.jpg,3,0,1,0
005480_female_Asian_24/mask4.jpg,3,0,1,0
006635_female_Asian_19/mask5.jpg,3,0,1,0
006635_female_Asian_19/mask2.jpg,3,0,1,0
006635_female_Asian_19/mask1.jpg,3,0,1,0
006635_female_Asian_19/incorrect_mask.jpg,9,1,1,0
006635_female_Asian_19/normal.jpg,15,2,1,0
006635_female_Asian_19/mask3.jpg,3,0,1,0
006635_female_Asian_19/mask4.jpg,3,0,1,0
006607_male_Asian_19/mask5.jpg,0,0,0,0
006607_male_Asian_19/mask2.jpg,0,0,0,0
006607_male_Asian_19/mask1.jpg,0,0,0,0
006607_male_Asian_19/incorrect_mask.jpg,6,1,0,0
006607_male_Asian_19/normal.jpg,12,2,0,0
006607_male_Asian_19/mask3.jpg,0,0,0,0
006607_male_Asian_19/mask4.jpg,0,0,0,0
001542_female_Asian_25/mask5.jpg,3,0,1,0
001542_female_Asian_25/mask2.jpg,3,0,1,0
001542_female_Asian_25/mask1.jpg,3,0,1,0
001542_female_Asian_25/incorrect_mask.jpg,9,1,1,0
001542_female_Asian_25/normal.jpg,15,2,1,0
001542_female_Asian_25/mask3.jpg,3,0,1,0
001542_female_Asian_25/mask4.jpg,3,0,1,0
006171_female_Asian_18/mask2.png,3,0,1,0
006171_female_Asian_18/mask1.png,3,0,1,0
006171_female_Asian_18/mask3.png,3,0,1,0
006171_female_Asian_18/incorrect_mask.png,9,1,1,0
006171_female_Asian_18/normal.png,15,2,1,0
006171_female_Asian_18/mask5.png,3,0,1,0
006171_female_Asian_18/mask4.png,3,0,1,0
004212_female_Asian_59/mask5.jpg,4,0,1,1
004212_female_Asian_59/mask2.jpg,4,0,1,1
004212_female_Asian_59/mask1.jpg,4,0,1,1
004212_female_Asian_59/incorrect_mask.jpg,10,1,1,1
004212_female_Asian_59/normal.jpg,16,2,1,1
004212_female_Asian_59/mask3.jpg,4,0,1,1
004212_female_Asian_59/mask4.jpg,4,0,1,1
001758_male_Asian_55/mask5.jpg,1,0,0,1
001758_male_Asian_55/mask2.jpg,1,0,0,1
001758_male_Asian_55/mask1.jpg,1,0,0,1
001758_male_Asian_55/incorrect_mask.jpg,7,1,0,1
001758_male_Asian_55/normal.jpg,13,2,0,1
001758_male_Asian_55/mask3.jpg,1,0,0,1
001758_male_Asian_55/mask4.jpg,1,0,0,1
004380_female_Asian_60/mask5.jpg,5,0,1,2
004380_female_Asian_60/mask2.jpg,5,0,1,2
004380_female_Asian_60/mask1.jpg,5,0,1,2
004380_female_Asian_60/incorrect_mask.jpg,11,1,1,2
004380_female_Asian_60/normal.jpg,17,2,1,2
004380_female_Asian_60/mask3.jpg,5,0,1,2
004380_female_Asian_60/mask4.jpg,5,0,1,2
005148_male_Asian_51/mask5.jpg,1,0,0,1
005148_male_Asian_51/mask2.jpg,1,0,0,1
005148_male_Asian_51/mask1.jpg,1,0,0,1
005148_male_Asian_51/incorrect_mask.jpg,7,1,0,1
005148_male_Asian_51/normal.jpg,13,2,0,1
005148_male_Asian_51/mask3.jpg,1,0,0,1
005148_male_Asian_51/mask4.jpg,1,0,0,1
000219_female_Asian_53/mask5.jpg,4,0,1,1
000219_female_Asian_53/mask2.jpg,4,0,1,1
000219_female_Asian_53/mask1.jpg,4,0,1,1
000219_female_Asian_53/incorrect_mask.jpg,10,1,1,1
000219_female_Asian_53/normal.jpg,16,2,1,1
000219_female_Asian_53/mask3.jpg,4,0,1,1
000219_female_Asian_53/mask4.jpg,4,0,1,1
003448_female_Asian_54/mask5.jpg,4,0,1,1
003448_female_Asian_54/mask2.jpg,4,0,1,1
003448_female_Asian_54/mask1.jpg,4,0,1,1
003448_female_Asian_54/incorrect_mask.jpg,10,1,1,1
003448_female_Asian_54/normal.jpg,16,2,1,1
003448_female_Asian_54/mask3.jpg,4,0,1,1
003448_female_Asian_54/mask4.jpg,4,0,1,1
004263_female_Asian_58/mask5.jpg,4,0,1,1
004263_female_Asian_58/mask2.jpg,4,0,1,1
004263_female_Asian_58/mask1.jpg,4,0,1,1
004263_female_Asian_58/incorrect_mask.jpg,10,1,1,1
004263_female_Asian_58/normal.jpg,16,2,1,1
004263_female_Asian_58/mask3.jpg,4,0,1,1
004263_female_Asian_58/mask4.jpg,4,0,1,1
001366_male_Asian_24/mask5.jpg,0,0,0,0
001366_male_Asian_24/mask2.jpg,0,0,0,0
001366_male_Asian_24/mask1.jpg,0,0,0,0
001366_male_Asian_24/incorrect_mask.jpg,6,1,0,0
001366_male_Asian_24/normal.jpg,12,2,0,0
001366_male_Asian_24/mask3.jpg,0,0,0,0
001366_male_Asian_24/mask4.jpg,0,0,0,0
006145_male_Asian_19/mask2.png,0,0,0,0
006145_male_Asian_19/mask1.png,0,0,0,0
006145_male_Asian_19/mask3.png,0,0,0,0
006145_male_Asian_19/incorrect_mask.png,6,1,0,0
006145_male_Asian_19/normal.png,12,2,0,0
006145_male_Asian_19/mask5.png,0,0,0,0
006145_male_Asian_19/mask4.png,0,0,0,0
003569_female_Asian_60/mask5.jpg,5,0,1,2
003569_female_Asian_60/mask2.jpg,5,0,1,2
003569_female_Asian_60/mask1.jpg,5,0,1,2
003569_female_Asian_60/incorrect_mask.jpg,11,1,1,2
003569_female_Asian_60/normal.jpg,17,2,1,2
003569_female_Asian_60/mask3.jpg,5,0,1,2
003569_female_Asian_60/mask4.jpg,5,0,1,2
003193_female_Asian_19/mask5.jpg,3,0,1,0
003193_female_Asian_19/mask2.jpg,3,0,1,0
003193_female_Asian_19/mask1.jpg,3,0,1,0
003193_female_Asian_19/incorrect_mask.jpg,9,1,1,0
003193_female_Asian_19/normal.jpg,15,2,1,0
003193_female_Asian_19/mask3.jpg,3,0,1,0
003193_female_Asian_19/mask4.jpg,3,0,1,0
003756_female_Asian_48/mask5.jpg,4,0,1,1
003756_female_Asian_48/mask2.jpg,4,0,1,1
003756_female_Asian_48/mask1.jpg,4,0,1,1
003756_female_Asian_48/incorrect_mask.jpg,10,1,1,1
003756_female_Asian_48/normal.jpg,16,2,1,1
003756_female_Asian_48/mask3.jpg,4,0,1,1
003756_female_Asian_48/mask4.jpg,4,0,1,1
001647_male_Asian_46/mask5.jpg,1,0,0,1
001647_male_Asian_46/mask2.jpg,1,0,0,1
001647_male_Asian_46/mask1.jpg,1,0,0,1
001647_male_Asian_46/incorrect_mask.jpg,7,1,0,1
001647_male_Asian_46/normal.jpg,13,2,0,1
001647_male_Asian_46/mask3.jpg,1,0,0,1
001647_male_Asian_46/mask4.jpg,1,0,0,1
005059_female_Asian_52/mask5.jpg,4,0,1,1
005059_female_Asian_52/mask2.jpg,4,0,1,1
005059_female_Asian_52/mask1.jpg,4,0,1,1
005059_female_Asian_52/incorrect_mask.jpg,10,1,1,1
005059_female_Asian_52/normal.jpg,16,2,1,1
005059_female_Asian_52/mask3.jpg,4,0,1,1
005059_female_Asian_52/mask4.jpg,4,0,1,1
006571_female_Asian_21/mask5.jpg,3,0,1,0
006571_female_Asian_21/mask2.jpg,3,0,1,0
006571_female_Asian_21/mask1.jpg,3,0,1,0
006571_female_Asian_21/incorrect_mask.jpg,9,1,1,0
006571_female_Asian_21/normal.jpg,15,2,1,0
006571_female_Asian_21/mask3.jpg,3,0,1,0
006571_female_Asian_21/mask4.jpg,3,0,1,0
003736_female_Asian_60/mask5.jpg,5,0,1,2
003736_female_Asian_60/mask2.jpg,5,0,1,2
003736_female_Asian_60/mask1.jpg,5,0,1,2
003736_female_Asian_60/incorrect_mask.jpg,11,1,1,2
003736_female_Asian_60/normal.jpg,17,2,1,2
003736_female_Asian_60/mask3.jpg,5,0,1,2
003736_female_Asian_60/mask4.jpg,5,0,1,2
006221_male_Asian_20/mask2.png,0,0,0,0
006221_male_Asian_20/mask1.png,0,0,0,0
006221_male_Asian_20/mask3.png,0,0,0,0
006221_male_Asian_20/incorrect_mask.png,6,1,0,0
006221_male_Asian_20/normal.png,12,2,0,0
006221_male_Asian_20/mask5.png,0,0,0,0
006221_male_Asian_20/mask4.png,0,0,0,0
000008_female_Asian_58/mask5.jpg,4,0,1,1
000008_female_Asian_58/mask2.jpg,4,0,1,1
000008_female_Asian_58/mask1.jpg,4,0,1,1
000008_female_Asian_58/incorrect_mask.jpg,10,1,1,1
000008_female_Asian_58/normal.jpg,16,2,1,1
000008_female_Asian_58/mask3.jpg,4,0,1,1
000008_female_Asian_58/mask4.jpg,4,0,1,1
004269_male_Asian_52/mask5.jpg,1,0,0,1
004269_male_Asian_52/mask2.jpg,1,0,0,1
004269_male_Asian_52/mask1.jpg,1,0,0,1
004269_male_Asian_52/incorrect_mask.jpg,7,1,0,1
004269_male_Asian_52/normal.jpg,13,2,0,1
004269_male_Asian_52/mask3.jpg,1,0,0,1
004269_male_Asian_52/mask4.jpg,1,0,0,1
003411_female_Asian_52/mask5.jpg,4,0,1,1
003411_female_Asian_52/mask2.jpg,4,0,1,1
003411_female_Asian_52/mask1.jpg,4,0,1,1
003411_female_Asian_52/incorrect_mask.jpg,10,1,1,1
003411_female_Asian_52/normal.jpg,16,2,1,1
003411_female_Asian_52/mask3.jpg,4,0,1,1
003411_female_Asian_52/mask4.jpg,4,0,1,1
001002_female_Asian_42/mask5.jpg,4,0,1,1
001002_female_Asian_42/mask2.jpg,4,0,1,1
001002_female_Asian_42/mask1.jpg,4,0,1,1
001002_female_Asian_42/incorrect_mask.jpg,10,1,1,1
001002_female_Asian_42/normal.jpg,16,2,1,1
001002_female_Asian_42/mask3.jpg,4,0,1,1
001002_female_Asian_42/mask4.jpg,4,0,1,1
000026_female_Asian_56/mask5.jpg,4,0,1,1
000026_female_Asian_56/mask2.jpg,4,0,1,1
000026_female_Asian_56/mask1.jpg,4,0,1,1
000026_female_Asian_56/incorrect_mask.jpg,10,1,1,1
000026_female_Asian_56/normal.jpg,16,2,1,1
000026_female_Asian_56/mask3.jpg,4,0,1,1
000026_female_Asian_56/mask4.jpg,4,0,1,1
001506_female_Asian_53/mask5.jpg,4,0,1,1
001506_female_Asian_53/mask2.jpg,4,0,1,1
001506_female_Asian_53/mask1.jpg,4,0,1,1
001506_female_Asian_53/incorrect_mask.jpg,10,1,1,1
001506_female_Asian_53/normal.jpg,16,2,1,1
001506_female_Asian_53/mask3.jpg,4,0,1,1
001506_female_Asian_53/mask4.jpg,4,0,1,1
003482_female_Asian_57/mask5.jpg,4,0,1,1
003482_female_Asian_57/mask2.jpg,4,0,1,1
003482_female_Asian_57/mask1.jpg,4,0,1,1
003482_female_Asian_57/incorrect_mask.jpg,10,1,1,1
003482_female_Asian_57/normal.jpg,16,2,1,1
003482_female_Asian_57/mask3.jpg,4,0,1,1
003482_female_Asian_57/mask4.jpg,4,0,1,1
001310_female_Asian_25/mask5.jpg,3,0,1,0
001310_female_Asian_25/mask2.jpg,3,0,1,0
001310_female_Asian_25/mask1.jpg,3,0,1,0
001310_female_Asian_25/incorrect_mask.jpg,9,1,1,0
001310_female_Asian_25/normal.jpg,15,2,1,0
001310_female_Asian_25/mask3.jpg,3,0,1,0
001310_female_Asian_25/mask4.jpg,3,0,1,0
001717_male_Asian_56/mask5.jpg,1,0,0,1
001717_male_Asian_56/mask2.jpg,1,0,0,1
001717_male_Asian_56/mask1.jpg,1,0,0,1
001717_male_Asian_56/incorrect_mask.jpg,7,1,0,1
001717_male_Asian_56/normal.jpg,13,2,0,1
001717_male_Asian_56/mask3.jpg,1,0,0,1
001717_male_Asian_56/mask4.jpg,1,0,0,1
003502_male_Asian_41/mask5.jpg,1,0,0,1
003502_male_Asian_41/mask2.jpg,1,0,0,1
003502_male_Asian_41/mask1.jpg,1,0,0,1
003502_male_Asian_41/incorrect_mask.jpg,7,1,0,1
003502_male_Asian_41/normal.jpg,13,2,0,1
003502_male_Asian_41/mask3.jpg,1,0,0,1
003502_male_Asian_41/mask4.jpg,1,0,0,1
001452_male_Asian_56/mask5.jpg,1,0,0,1
001452_male_Asian_56/mask2.jpg,1,0,0,1
001452_male_Asian_56/mask1.jpg,1,0,0,1
001452_male_Asian_56/incorrect_mask.jpg,7,1,0,1
001452_male_Asian_56/normal.jpg,13,2,0,1
001452_male_Asian_56/mask3.jpg,1,0,0,1
001452_male_Asian_56/mask4.jpg,1,0,0,1
001082_female_Asian_51/mask5.jpg,4,0,1,1
001082_female_Asian_51/mask2.jpg,4,0,1,1
001082_female_Asian_51/mask1.jpg,4,0,1,1
001082_female_Asian_51/incorrect_mask.jpg,10,1,1,1
001082_female_Asian_51/normal.jpg,16,2,1,1
001082_female_Asian_51/mask3.jpg,4,0,1,1
001082_female_Asian_51/mask4.jpg,4,0,1,1
003798_female_Asian_50/mask5.jpg,4,0,1,1
003798_female_Asian_50/mask2.jpg,4,0,1,1
003798_female_Asian_50/mask1.jpg,4,0,1,1
003798_female_Asian_50/incorrect_mask.jpg,10,1,1,1
003798_female_Asian_50/normal.jpg,16,2,1,1
